Initialization Completed, Clock Speed 5
Time, Logical_Clock, Action, queue_length 
16:12:44, 1, sleep, 0
16:12:44, 2, sleep, 0
16:12:44, 3, sent message to first, 0
16:12:44, 4, sleep, 0
16:12:45, 5, sleep, 0
16:12:45, 6, sleep, 0
16:12:45, 7, sleep, 0
16:12:45, 8, sent message to both, 0
16:12:45, 9, sent message to second, 0
16:12:46, 10, sleep, 0
16:12:46, 11, sleep, 0
16:12:46, 12, sleep, 0
16:12:46, 13, sent message to both, 0
16:12:46, 14, sleep, 0
16:12:47, 15, sleep, 0
16:12:47, 16, sent message to both, 0
16:12:47, 17, sleep, 0
16:12:47, 18, sent message to first, 0
16:12:47, 19, sleep, 0
16:12:48, 20, sleep, 0
16:12:48, 21, sent message to first, 0
16:12:48, 22, sleep, 0
16:12:48, 23, sleep, 0
16:12:48, 24, sleep, 0
16:12:49, 25, sleep, 0
16:12:49, 26, sleep, 0
16:12:49, 27, sent message to second, 0
16:12:49, 28, sleep, 0
16:12:49, 29, sleep, 0
16:12:50, 30, sleep, 0
16:12:50, 31, recieved message, 0
16:12:50, 32, sleep, 0
16:12:50, 33, recieved message, 0
16:12:50, 34, sent message to first, 0
16:12:51, 35, sent message to second, 0
16:12:51, 36, sleep, 0
16:12:51, 37, sleep, 0
16:12:51, 38, sent message to second, 0
16:12:51, 39, sleep, 0
16:12:52, 40, sleep, 0
16:12:52, 41, sleep, 0
16:12:52, 42, sleep, 0
16:12:52, 43, sleep, 0
16:12:52, 44, sleep, 0
16:12:53, 45, sent message to both, 0
16:12:53, 46, sleep, 0
16:12:53, 47, sleep, 0
16:12:53, 48, sent message to second, 0
16:12:53, 49, sent message to both, 0
16:12:54, 50, sleep, 0
16:12:54, 51, sleep, 0
16:12:54, 52, sleep, 0
16:12:54, 53, recieved message, 0
16:12:54, 54, sent message to both, 0
16:12:55, 55, sent message to both, 0
16:12:55, 56, sleep, 0
16:12:55, 57, sleep, 0
16:12:55, 58, sleep, 0
16:12:55, 59, sent message to first, 0
16:12:56, 60, sleep, 0
