Initialization Completed, Clock Speed 5
Time, Logical_Clock, Action, queue_length 
15:34:42, 1, sleep, 0
15:34:42, 2, sent message to both, 0
15:34:42, 3, sleep, 0
15:34:43, 4, sleep, 0
15:34:43, 5, sleep, 0
15:34:43, 6, sleep, 0
15:34:43, 7, sleep, 0
15:34:43, 8, sleep, 0
15:34:44, 9, sent message to both, 0
15:34:44, 10, sent message to second, 0
15:34:44, 11, sleep, 0
15:34:44, 12, sleep, 0
15:34:44, 13, sleep, 0
15:34:45, 14, sleep, 0
15:34:45, 15, sleep, 0
15:34:45, 16, sleep, 0
15:34:45, 17, sleep, 0
15:34:45, 18, sent message to first, 0
15:34:46, 19, sent message to both, 0
15:34:46, 20, sleep, 0
15:34:46, 21, sleep, 0
15:34:46, 22, sleep, 0
15:34:46, 23, sleep, 0
15:34:47, 24, sent message to first, 0
15:34:47, 25, sent message to second, 0
15:34:47, 26, sleep, 0
15:34:47, 27, sent message to both, 0
15:34:47, 28, sent message to second, 0
15:34:48, 29, sent message to first, 0
15:34:48, 30, sent message to first, 0
15:34:48, 31, recieved message, 0
15:34:48, 32, recieved message, 0
15:34:48, 33, sent message to second, 0
15:34:49, 34, sleep, 0
15:34:49, 35, sleep, 0
15:34:49, 36, sleep, 0
15:34:49, 37, recieved message, 0
15:34:49, 38, sent message to second, 0
15:34:50, 39, sleep, 0
15:34:50, 40, sleep, 0
15:34:50, 41, recieved message, 0
15:34:50, 42, sleep, 0
15:34:50, 43, sent message to second, 0
15:34:51, 44, sent message to second, 0
15:34:51, 45, sleep, 0
15:34:51, 46, sent message to second, 0
15:34:51, 47, sent message to second, 0
15:34:51, 48, sleep, 0
15:34:52, 49, sleep, 0
15:34:52, 50, sleep, 0
15:34:52, 51, sleep, 0
15:34:52, 52, sleep, 0
15:34:52, 53, sent message to both, 0
15:34:53, 54, sleep, 0
15:34:53, 55, sleep, 0
15:34:53, 56, sleep, 0
15:34:53, 57, recieved message, 0
15:34:53, 58, sleep, 0
15:34:54, 59, sleep, 0
15:34:54, 60, sleep, 0
15:34:54, 61, sleep, 0
15:34:54, 62, sleep, 0
15:34:54, 63, recieved message, 0
15:34:55, 64, recieved message, 0
15:34:55, 65, sent message to both, 0
15:34:55, 66, sleep, 0
15:34:55, 67, sleep, 0
15:34:55, 68, sleep, 0
15:34:56, 69, sleep, 0
15:34:56, 70, recieved message, 0
15:34:56, 71, sleep, 0
15:34:56, 72, sleep, 0
15:34:56, 73, sleep, 0
15:34:57, 74, sleep, 0
15:34:57, 75, sent message to both, 0
15:34:57, 76, recieved message, 0
15:34:57, 77, sleep, 0
15:34:57, 78, recieved message, 0
15:34:58, 79, sleep, 0
15:34:58, 80, sleep, 0
15:34:58, 81, sleep, 0
15:34:58, 82, sent message to second, 0
15:34:58, 83, recieved message, 0
15:34:59, 84, sleep, 0
15:34:59, 85, recieved message, 0
15:34:59, 86, sent message to first, 0
15:34:59, 87, sleep, 0
15:34:59, 88, sent message to second, 0
15:35:00, 89, recieved message, 0
15:35:00, 90, sent message to both, 0
15:35:00, 91, sent message to both, 0
15:35:00, 92, sent message to first, 0
15:35:00, 93, sent message to second, 0
15:35:01, 94, sent message to second, 0
15:35:01, 95, sleep, 0
15:35:01, 96, sleep, 0
15:35:01, 97, sleep, 0
15:35:01, 98, sleep, 0
15:35:02, 99, recieved message, 0
15:35:02, 100, sent message to both, 0
15:35:02, 101, sleep, 0
15:35:02, 102, sleep, 0
15:35:02, 103, sleep, 0
15:35:03, 104, sleep, 0
15:35:03, 105, sent message to first, 0
15:35:03, 106, sleep, 0
15:35:03, 107, sleep, 0
15:35:03, 108, sent message to second, 0
15:35:04, 109, sleep, 0
15:35:04, 110, sleep, 0
15:35:04, 111, sent message to both, 0
15:35:04, 112, sleep, 0
15:35:04, 113, sleep, 0
15:35:05, 114, sent message to first, 0
15:35:05, 115, sleep, 0
15:35:05, 116, sleep, 0
15:35:05, 117, sleep, 0
15:35:05, 118, sent message to second, 0
15:35:06, 119, recieved message, 0
15:35:06, 120, sleep, 0
15:35:06, 121, recieved message, 0
15:35:06, 122, sleep, 0
15:35:06, 123, sleep, 0
15:35:07, 124, sent message to second, 0
15:35:07, 125, sleep, 0
15:35:07, 126, sleep, 0
15:35:07, 127, sleep, 0
15:35:07, 128, sleep, 0
15:35:08, 129, recieved message, 0
15:35:08, 130, sent message to second, 0
15:35:08, 131, sent message to both, 0
15:35:08, 132, sleep, 0
15:35:08, 133, sleep, 0
15:35:09, 134, sent message to first, 0
15:35:09, 135, recieved message, 0
15:35:09, 136, recieved message, 0
15:35:09, 137, sleep, 0
