Initialization Completed, Clock Speed 6
Time, Logical_Clock, Action, queue_length 
16:01:54, 1, sleep, 0
16:01:54, 2, sleep, 0
16:01:54, 3, recieved message, 0
16:01:54, 4, sleep, 0
16:01:55, 5, sent message to second, 0
16:01:55, 6, sent message to first, 0
16:01:55, 7, sleep, 0
16:01:55, 8, sleep, 0
16:01:55, 9, sent message to first, 0
16:01:55, 10, sent message to first, 0
16:01:56, 11, sent message to second, 0
16:01:56, 12, sleep, 0
16:01:56, 13, sleep, 0
16:01:56, 14, sleep, 0
16:01:56, 15, sleep, 0
16:01:56, 16, sent message to second, 0
16:01:57, 17, sleep, 0
16:01:57, 18, sent message to second, 1
16:01:57, 19, recieved message, 0
16:01:57, 20, sleep, 0
16:01:57, 21, sent message to second, 0
16:01:57, 22, recieved message, 0
16:01:58, 23, sleep, 0
16:01:58, 24, sleep, 0
16:01:58, 25, sleep, 0
16:01:58, 26, sent message to both, 0
16:01:58, 27, sleep, 0
16:01:58, 28, sleep, 0
16:01:59, 29, sleep, 0
16:01:59, 30, sleep, 0
16:01:59, 31, sleep, 0
16:01:59, 32, sleep, 0
16:01:59, 33, sleep, 0
16:01:59, 34, sleep, 0
16:02:00, 35, recieved message, 0
16:02:00, 36, sleep, 0
16:02:00, 37, sleep, 0
16:02:00, 38, sent message to second, 0
16:02:00, 39, sent message to first, 0
16:02:00, 40, sleep, 0
16:02:01, 41, sent message to second, 0
16:02:01, 42, sleep, 0
16:02:01, 43, sleep, 0
16:02:01, 44, sleep, 0
16:02:01, 45, sleep, 0
16:02:01, 46, recieved message, 0
16:02:02, 47, sent message to second, 0
16:02:02, 48, sleep, 0
16:02:02, 49, sleep, 0
16:02:02, 50, sent message to first, 0
16:02:02, 51, sent message to both, 0
16:02:02, 52, sleep, 0
16:02:03, 53, sleep, 0
16:02:03, 54, sleep, 0
16:02:03, 55, sleep, 0
16:02:03, 56, sleep, 0
16:02:03, 57, sent message to second, 0
16:02:03, 58, sleep, 0
16:02:04, 59, recieved message, 0
16:02:04, 60, sent message to first, 1
16:02:04, 61, recieved message, 0
16:02:04, 62, sent message to both, 0
16:02:04, 63, sent message to second, 0
16:02:04, 64, recieved message, 0
16:02:05, 65, sleep, 0
16:02:05, 66, sleep, 0
16:02:05, 67, recieved message, 0
16:02:05, 68, sleep, 0
16:02:05, 69, sleep, 0
16:02:05, 70, sent message to second, 0
16:02:06, 71, sleep, 0
16:02:06, 72, sent message to second, 0
16:02:06, 73, recieved message, 0
16:02:06, 74, recieved message, 0
16:02:06, 75, sleep, 0
16:02:06, 76, recieved message, 0
16:02:07, 77, sleep, 0
16:02:07, 78, sleep, 0
16:02:07, 79, sleep, 0
16:02:07, 80, sleep, 0
16:02:07, 81, sleep, 0
16:02:07, 82, recieved message, 0
16:02:08, 83, sent message to second, 0
16:02:08, 84, sleep, 0
16:02:08, 85, sleep, 0
16:02:08, 86, sleep, 0
16:02:08, 87, recieved message, 0
16:02:08, 88, sleep, 0
16:02:09, 89, recieved message, 0
16:02:09, 90, sleep, 0
16:02:09, 91, sleep, 0
16:02:09, 92, recieved message, 0
16:02:09, 93, sleep, 0
16:02:09, 94, recieved message, 0
16:02:10, 95, recieved message, 0
16:02:10, 96, sleep, 0
16:02:10, 97, recieved message, 0
16:02:10, 98, sleep, 0
16:02:10, 99, sent message to both, 0
16:02:10, 100, sent message to second, 0
16:02:11, 101, sleep, 0
16:02:11, 102, sent message to first, 0
16:02:11, 103, sleep, 0
16:02:11, 104, sent message to second, 0
16:02:11, 105, sleep, 0
16:02:11, 106, sent message to second, 0
16:02:12, 107, sleep, 0
16:02:12, 108, sleep, 0
16:02:12, 109, sleep, 0
16:02:12, 110, sent message to second, 0
16:02:12, 111, sleep, 0
16:02:12, 112, sleep, 0
16:02:13, 113, sent message to first, 0
16:02:13, 114, sleep, 0
16:02:13, 115, sleep, 0
16:02:13, 116, sent message to first, 0
16:02:13, 117, sent message to both, 0
16:02:13, 118, sleep, 0
16:02:14, 119, sleep, 0
16:02:14, 120, sleep, 0
16:02:14, 121, sleep, 0
16:02:14, 122, sent message to both, 0
16:02:14, 123, sleep, 0
16:02:14, 124, sent message to first, 0
16:02:15, 125, sleep, 0
16:02:15, 126, sleep, 0
16:02:15, 127, sleep, 0
16:02:15, 128, sleep, 0
16:02:15, 129, sleep, 0
16:02:15, 130, sleep, 0
16:02:16, 131, sleep, 0
16:02:16, 132, sleep, 0
16:02:16, 133, sleep, 0
16:02:16, 134, sleep, 0
16:02:16, 135, sent message to both, 0
16:02:16, 136, sleep, 0
16:02:17, 137, sleep, 0
16:02:17, 138, sleep, 0
16:02:17, 139, sleep, 0
16:02:17, 140, sleep, 0
16:02:17, 141, sent message to second, 0
16:02:17, 142, sent message to first, 0
16:02:18, 143, sleep, 0
16:02:18, 144, sleep, 0
16:02:18, 145, sleep, 0
16:02:18, 146, recieved message, 0
16:02:18, 147, sleep, 0
16:02:18, 148, sent message to first, 0
16:02:19, 149, sleep, 0
16:02:19, 150, sleep, 0
16:02:19, 151, recieved message, 0
16:02:19, 152, sleep, 0
16:02:19, 153, sleep, 0
16:02:19, 154, sleep, 0
16:02:20, 155, sent message to first, 0
16:02:20, 156, sleep, 0
16:02:20, 157, sent message to first, 0
16:02:20, 158, sleep, 0
16:02:20, 159, recieved message, 0
16:02:20, 160, recieved message, 0
16:02:21, 161, recieved message, 0
16:02:21, 162, sleep, 0
16:02:21, 163, sent message to second, 0
16:02:21, 164, sleep, 0
16:02:21, 165, sleep, 0
16:02:21, 166, sleep, 0
16:02:22, 167, recieved message, 0
16:02:22, 168, sleep, 0
16:02:22, 169, sleep, 0
16:02:22, 170, recieved message, 0
16:02:22, 171, sleep, 0
16:02:22, 172, sent message to first, 0
16:02:23, 173, sleep, 0
16:02:23, 174, sleep, 0
16:02:23, 175, sleep, 0
16:02:23, 176, sleep, 0
16:02:23, 177, sleep, 0
16:02:23, 178, sent message to second, 0
16:02:24, 179, recieved message, 0
16:02:24, 180, sleep, 0
16:02:24, 181, recieved message, 0
16:02:24, 182, sleep, 0
16:02:24, 183, sleep, 0
16:02:24, 184, sent message to first, 0
16:02:25, 185, sent message to second, 0
16:02:25, 186, sleep, 0
16:02:25, 187, sent message to second, 0
16:02:25, 188, sleep, 0
16:02:25, 189, sleep, 0
16:02:25, 190, recieved message, 0
16:02:26, 191, recieved message, 0
16:02:26, 192, sleep, 0
16:02:26, 193, sleep, 0
16:02:26, 194, sent message to first, 0
16:02:26, 195, sleep, 0
16:02:26, 196, sleep, 0
16:02:27, 197, recieved message, 0
16:02:27, 198, sleep, 0
16:02:27, 199, sleep, 0
16:02:27, 200, recieved message, 0
16:02:27, 201, sleep, 0
16:02:27, 202, sleep, 0
16:02:28, 203, sleep, 0
16:02:28, 204, sent message to first, 0
16:02:28, 205, sleep, 0
16:02:28, 206, sleep, 0
16:02:28, 207, sleep, 0
16:02:28, 208, recieved message, 0
16:02:29, 209, sleep, 0
16:02:29, 210, sleep, 0
16:02:29, 211, sent message to both, 0
16:02:29, 212, sleep, 0
16:02:29, 213, sleep, 0
16:02:29, 214, sleep, 0
16:02:30, 215, sleep, 0
16:02:30, 216, sleep, 0
16:02:30, 217, sleep, 0
16:02:30, 218, sleep, 0
16:02:30, 219, recieved message, 0
16:02:30, 220, sent message to both, 0
16:02:31, 221, sleep, 0
16:02:31, 222, sleep, 0
16:02:31, 223, sleep, 0
16:02:31, 224, sleep, 0
16:02:31, 225, sleep, 0
16:02:31, 226, sleep, 0
16:02:32, 227, sleep, 0
16:02:32, 228, sleep, 0
16:02:32, 229, recieved message, 0
16:02:32, 230, sleep, 0
16:02:32, 231, sleep, 0
16:02:32, 232, sent message to second, 0
16:02:33, 233, sleep, 0
16:02:33, 234, sleep, 0
16:02:33, 235, sleep, 0
16:02:33, 236, sleep, 0
16:02:33, 237, sleep, 0
16:02:33, 238, recieved message, 0
16:02:34, 239, sent message to both, 0
16:02:34, 240, sent message to first, 0
16:02:34, 241, sleep, 0
16:02:34, 242, sleep, 0
16:02:34, 243, sent message to second, 0
16:02:34, 244, recieved message, 0
16:02:35, 245, sent message to second, 0
16:02:35, 246, sent message to second, 0
16:02:35, 247, sleep, 0
16:02:35, 248, sent message to first, 0
16:02:35, 249, sleep, 0
16:02:35, 250, recieved message, 0
16:02:36, 251, sleep, 0
16:02:36, 252, sent message to first, 0
16:02:36, 253, sleep, 0
16:02:36, 254, sleep, 0
16:02:36, 255, sleep, 0
16:02:36, 256, sent message to second, 0
16:02:37, 257, recieved message, 0
16:02:37, 258, sleep, 0
16:02:37, 259, sent message to second, 0
16:02:37, 260, recieved message, 0
16:02:37, 261, recieved message, 0
16:02:37, 262, sent message to both, 0
16:02:38, 263, sleep, 0
16:02:38, 264, sent message to both, 1
16:02:38, 265, recieved message, 0
16:02:38, 266, sleep, 0
16:02:38, 267, sleep, 0
16:02:38, 268, sent message to second, 0
16:02:39, 269, sent message to second, 0
16:02:39, 270, sleep, 0
16:02:39, 271, sleep, 0
16:02:39, 272, sleep, 0
16:02:39, 273, sent message to second, 0
16:02:39, 274, sleep, 0
16:02:40, 275, sleep, 0
16:02:40, 276, sleep, 0
16:02:40, 277, sent message to first, 0
16:02:40, 278, sleep, 0
16:02:40, 279, sleep, 0
16:02:40, 280, sleep, 0
16:02:41, 281, sleep, 0
16:02:41, 282, sleep, 0
16:02:41, 283, sent message to first, 0
16:02:41, 284, sleep, 0
16:02:41, 285, sleep, 0
16:02:41, 286, sleep, 0
16:02:42, 287, sleep, 0
16:02:42, 288, sleep, 0
16:02:42, 289, recieved message, 0
16:02:42, 290, sleep, 0
16:02:42, 291, recieved message, 0
16:02:42, 292, sleep, 0
16:02:43, 293, sleep, 0
16:02:43, 294, sleep, 0
16:02:43, 295, sleep, 0
16:02:43, 296, sleep, 0
16:02:43, 297, sleep, 0
16:02:43, 298, sleep, 0
16:02:44, 299, sleep, 0
16:02:44, 300, sleep, 0
16:02:44, 301, sleep, 0
16:02:44, 302, sent message to second, 0
16:02:44, 303, recieved message, 0
16:02:44, 304, recieved message, 0
16:02:45, 305, sent message to first, 0
16:02:45, 306, sleep, 0
16:02:45, 307, sent message to first, 0
16:02:45, 308, sent message to second, 0
16:02:45, 309, sleep, 0
16:02:45, 310, recieved message, 0
16:02:46, 311, sleep, 0
16:02:46, 312, sent message to second, 0
16:02:46, 313, sleep, 0
16:02:46, 314, recieved message, 0
16:02:46, 315, sleep, 0
16:02:46, 316, recieved message, 0
16:02:47, 317, sent message to second, 0
16:02:47, 318, sent message to first, 0
16:02:47, 319, sleep, 0
16:02:47, 320, sent message to second, 0
16:02:47, 321, sleep, 0
16:02:47, 322, sent message to both, 0
16:02:48, 323, sleep, 0
16:02:48, 324, sleep, 0
16:02:48, 325, sent message to second, 0
16:02:48, 326, sleep, 0
16:02:48, 327, sent message to second, 0
16:02:48, 328, recieved message, 0
16:02:49, 329, sent message to both, 0
16:02:49, 330, sent message to both, 0
16:02:49, 331, sleep, 0
16:02:49, 332, sleep, 0
16:02:49, 333, sleep, 0
16:02:49, 334, sleep, 0
16:02:50, 335, sleep, 0
16:02:50, 336, sleep, 0
16:02:50, 337, recieved message, 0
16:02:50, 338, sent message to first, 0
16:02:50, 339, sleep, 0
16:02:50, 340, recieved message, 0
16:02:51, 341, recieved message, 0
16:02:51, 342, sleep, 0
16:02:51, 343, sleep, 0
16:02:51, 344, sleep, 0
16:02:51, 345, sent message to first, 0
16:02:51, 346, sleep, 0
16:02:52, 347, sleep, 0
16:02:52, 348, sleep, 0
16:02:52, 349, sleep, 0
16:02:52, 350, sleep, 0
16:02:52, 351, sleep, 0
16:02:52, 352, sleep, 0
16:02:53, 353, sent message to second, 0
16:02:53, 354, sleep, 0
16:02:53, 355, sleep, 0
16:02:53, 356, sent message to both, 0
16:02:53, 357, sent message to first, 0
16:02:53, 358, sent message to second, 0
16:02:54, 359, sent message to second, 0
16:02:54, 360, sent message to second, 0
16:02:54, 361, sent message to first, 0
16:02:54, 362, sleep, 0
16:02:54, 363, sleep, 0
16:02:54, 364, sleep, 0
16:02:55, 365, sleep, 0
16:02:55, 366, sleep, 0
16:02:55, 367, sent message to second, 0
16:02:55, 368, sleep, 0
16:02:55, 369, sleep, 0
16:02:55, 370, sleep, 0
16:02:56, 371, sleep, 0
16:02:56, 372, sleep, 0
16:02:56, 373, sent message to second, 0
16:02:56, 374, sent message to first, 0
16:02:56, 375, sleep, 0
16:02:56, 376, sleep, 0
16:02:57, 377, sleep, 0
16:02:57, 378, sleep, 0
16:02:57, 379, sleep, 0
16:02:57, 380, sleep, 0
16:02:57, 381, recieved message, 0
16:02:57, 382, sent message to first, 0
16:02:58, 383, sleep, 0
16:02:58, 384, sent message to both, 0
16:02:58, 385, sleep, 0
16:02:58, 386, sleep, 0
16:02:58, 387, sleep, 0
16:02:58, 388, sleep, 0
16:02:59, 389, sleep, 0
16:02:59, 390, sleep, 0
16:02:59, 391, sleep, 0
16:02:59, 392, sleep, 0
16:02:59, 393, recieved message, 0
16:02:59, 394, sleep, 0
16:03:00, 395, sleep, 0
