Initialization Completed, Clock Speed 3
Time, Logical_Clock, Action, queue_length 
16:24:20, 1, sent message to second, 0
16:24:20, 2, sent message to first, 0
16:24:21, 3, sent message to second, 0
16:24:21, 4, sent message to second, 0
16:24:21, 5, sleep, 0
16:24:22, 6, sleep, 0
16:24:22, 7, recieved message, 0
16:24:22, 8, sleep, 0
16:24:23, 9, sent message to second, 0
16:24:23, 10, recieved message, 0
16:24:23, 11, sent message to both, 0
16:24:24, 12, sleep, 0
16:24:24, 13, sent message to second, 0
16:24:24, 14, sleep, 0
16:24:25, 15, sent message to second, 0
16:24:25, 16, recieved message, 0
16:24:25, 17, sent message to first, 0
16:24:26, 18, sleep, 0
16:24:26, 19, sleep, 0
16:24:26, 20, sent message to first, 0
16:24:27, 21, sleep, 0
16:24:27, 22, sent message to second, 0
16:24:27, 23, sleep, 0
16:24:28, 24, sleep, 0
16:24:28, 25, sleep, 0
16:24:28, 26, sleep, 0
16:24:29, 27, sent message to both, 1
16:24:29, 28, recieved message, 0
16:24:29, 29, sleep, 0
16:24:30, 30, sleep, 0
16:24:30, 31, sleep, 0
16:24:30, 32, sent message to first, 0
16:24:31, 33, sleep, 0
16:24:31, 34, sleep, 0
16:24:31, 35, sleep, 0
16:24:32, 36, sleep, 0
16:24:32, 37, sleep, 0
16:24:32, 38, sent message to second, 0
16:24:33, 39, sleep, 0
16:24:33, 40, sent message to first, 0
16:24:33, 41, sleep, 0
16:24:34, 42, sleep, 0
16:24:34, 43, sent message to second, 0
16:24:34, 44, sleep, 0
16:24:35, 45, sent message to first, 0
16:24:35, 46, sent message to both, 0
16:24:35, 47, sleep, 0
16:24:36, 48, sleep, 0
16:24:36, 49, sleep, 0
16:24:36, 50, sleep, 0
16:24:37, 51, sent message to second, 0
16:24:37, 52, sleep, 0
16:24:37, 53, sent message to both, 0
16:24:38, 54, sleep, 0
16:24:38, 55, sleep, 0
16:24:38, 56, sleep, 0
16:24:39, 57, sleep, 0
16:24:39, 58, sleep, 0
16:24:39, 59, sleep, 0
16:24:40, 60, sleep, 0
16:24:40, 61, sent message to both, 0
16:24:40, 62, sent message to first, 0
16:24:41, 63, sleep, 0
16:24:41, 64, sent message to first, 0
16:24:41, 65, sleep, 0
16:24:42, 66, sleep, 0
16:24:42, 67, sent message to second, 0
16:24:42, 68, sleep, 0
16:24:43, 69, sleep, 0
16:24:43, 70, sleep, 0
16:24:43, 71, sent message to first, 0
16:24:44, 72, sleep, 0
16:24:44, 73, sent message to first, 0
16:24:44, 74, sent message to second, 0
16:24:45, 75, sleep, 0
16:24:45, 76, sleep, 0
16:24:45, 77, sleep, 0
16:24:46, 78, sleep, 0
16:24:46, 79, sent message to both, 0
16:24:46, 80, sent message to first, 0
16:24:47, 81, sleep, 0
16:24:47, 82, sent message to first, 0
16:24:47, 83, sent message to second, 0
16:24:48, 84, sleep, 0
16:24:48, 85, sleep, 0
16:24:48, 86, sleep, 0
16:24:49, 87, sent message to first, 0
16:24:49, 88, sent message to second, 0
16:24:49, 89, sent message to second, 0
16:24:50, 90, sleep, 0
16:24:50, 91, sleep, 0
16:24:50, 92, sent message to second, 0
16:24:51, 93, sleep, 0
16:24:51, 94, sent message to both, 0
16:24:51, 95, sleep, 0
16:24:52, 96, sent message to second, 0
16:24:52, 97, sleep, 0
16:24:52, 98, sleep, 0
16:24:53, 99, sleep, 0
16:24:53, 100, sent message to first, 0
16:24:53, 101, sent message to both, 0
16:24:54, 102, sent message to both, 0
16:24:54, 103, sleep, 0
16:24:54, 104, sent message to first, 0
16:24:55, 105, sent message to both, 0
16:24:55, 106, sleep, 0
16:24:55, 107, sent message to first, 0
16:24:56, 108, sleep, 0
16:24:56, 109, sent message to second, 0
16:24:56, 110, sent message to both, 0
16:24:57, 111, sent message to both, 0
16:24:57, 112, sleep, 0
16:24:57, 113, sent message to both, 0
16:24:58, 114, sleep, 0
16:24:58, 115, sent message to first, 0
16:24:58, 116, sent message to first, 0
16:24:59, 117, sent message to both, 0
16:24:59, 118, sent message to second, 0
16:24:59, 119, sleep, 0
16:25:00, 120, sent message to both, 0
16:25:00, 121, sleep, 0
16:25:00, 122, sleep, 0
16:25:01, 123, sent message to second, 0
16:25:01, 124, sent message to second, 0
16:25:01, 125, sent message to second, 0
16:25:02, 126, sleep, 0
