Initialization Completed, Clock Speed 3
Time, Logical_Clock, Action, queue_length 
15:45:30, 1, sleep, 0
15:45:31, 2, recieved message, 0
15:45:31, 3, sleep, 0
15:45:31, 4, sleep, 0
15:45:32, 5, sent message to first, 0
15:45:32, 6, sent message to second, 0
15:45:32, 7, sleep, 0
15:45:33, 13, recieved message, 0
15:45:33, 14, sent message to both, 0
15:45:33, 15, sent message to both, 0
15:45:34, 16, sleep, 0
15:45:34, 17, sent message to second, 0
15:45:34, 18, sleep, 0
15:45:35, 19, sent message to both, 0
15:45:35, 20, sleep, 0
15:45:35, 25, recieved message, 0
15:45:36, 26, sleep, 0
15:45:36, 27, sent message to first, 0
15:45:36, 28, sleep, 0
15:45:37, 33, recieved message, 0
15:45:37, 34, sleep, 0
15:45:37, 35, sleep, 0
15:45:38, 37, recieved message, 0
15:45:38, 38, sleep, 0
15:45:38, 39, sleep, 0
15:45:39, 40, recieved message, 0
15:45:39, 41, sleep, 0
15:45:39, 46, recieved message, 0
15:45:40, 47, sent message to first, 0
15:45:40, 48, sleep, 0
15:45:40, 50, recieved message, 0
15:45:41, 52, recieved message, 1
15:45:41, 53, recieved message, 0
15:45:41, 54, sent message to second, 0
15:45:42, 55, sleep, 0
15:45:42, 56, sent message to second, 0
15:45:42, 60, recieved message, 0
15:45:43, 61, sent message to both, 0
15:45:43, 62, sent message to second, 0
15:45:43, 63, sleep, 0
15:45:44, 67, recieved message, 1
15:45:44, 68, recieved message, 0
15:45:44, 69, sleep, 0
15:45:45, 70, sleep, 0
15:45:45, 71, sent message to first, 0
15:45:45, 72, recieved message, 0
15:45:46, 77, recieved message, 0
15:45:46, 79, recieved message, 0
15:45:46, 81, recieved message, 0
15:45:47, 82, sleep, 0
15:45:47, 83, sleep, 0
15:45:47, 85, recieved message, 0
15:45:48, 86, recieved message, 0
15:45:48, 89, recieved message, 0
15:45:48, 90, sleep, 0
15:45:49, 91, sleep, 0
15:45:49, 92, sleep, 0
15:45:49, 93, sent message to both, 0
15:45:50, 94, sleep, 0
15:45:50, 95, sleep, 0
15:45:50, 100, recieved message, 1
15:45:51, 101, recieved message, 0
15:45:51, 102, sleep, 0
15:45:51, 105, recieved message, 0
15:45:52, 108, recieved message, 0
15:45:52, 109, sent message to second, 0
15:45:52, 110, sleep, 0
15:45:53, 111, sleep, 0
15:45:53, 112, sleep, 0
15:45:53, 115, recieved message, 0
15:45:54, 116, sleep, 0
15:45:54, 117, sleep, 0
15:45:54, 118, sleep, 0
15:45:55, 119, sleep, 0
15:45:55, 120, sleep, 0
15:45:55, 121, sleep, 0
15:45:56, 122, sleep, 0
