Initialization Completed, Clock Speed 4
14:12:49, 143, recieved message, 0
14:12:49, 144, sleep, 0
14:12:49, 145, sent message to first, 0
14:12:49, 146, sleep, 0
14:12:50, 147, sleep, 0
14:12:50, 148, sent message to first, 0
14:12:50, 149, sent message to first, 0
14:12:50, 150, recieved message, 0
14:12:51, 151, sleep, 0
14:12:51, 152, sleep, 0
14:12:51, 153, sent message to both, 0
14:12:51, 154, sent message to second, 0
14:12:52, 155, sleep, 0
14:12:52, 156, sleep, 0
14:12:52, 157, sent message to first, 0
14:12:52, 158, recieved message, 0
14:12:53, 159, sleep, 0
14:12:53, 160, sleep, 0
14:12:53, 161, sleep, 0
14:12:53, 162, sleep, 0
14:12:54, 163, sleep, 0
14:12:54, 164, sent message to both, 0
14:12:54, 165, sleep, 0
14:12:54, 166, sleep, 0
14:12:55, 167, sleep, 0
14:12:55, 168, sleep, 0
14:12:55, 169, sleep, 0
14:12:55, 170, sleep, 0
14:12:56, 171, recieved message, 0
14:12:56, 172, sent message to second, 0
14:12:56, 173, recieved message, 0
14:12:56, 174, sleep, 0
14:12:57, 175, recieved message, 0
14:12:57, 176, sent message to first, 0
14:12:57, 177, recieved message, 0
14:12:57, 178, recieved message, 0
14:12:58, 179, sent message to first, 0
14:12:58, 180, sleep, 0
14:12:58, 181, recieved message, 0
14:12:58, 182, recieved message, 0
14:12:59, 183, sleep, 0
14:12:59, 184, sleep, 0
14:12:59, 185, recieved message, 0
14:12:59, 186, recieved message, 0
14:13:00, 187, sent message to both, 0
14:13:00, 188, sleep, 0
14:13:00, 189, sent message to second, 0
14:13:00, 190, sent message to second, 0
14:13:01, 191, sent message to both, 0
14:13:01, 192, sent message to both, 0
14:13:01, 193, sent message to both, 0
14:13:01, 194, sleep, 0
14:13:02, 195, sleep, 0
14:13:02, 196, sleep, 0
14:13:02, 197, sleep, 0
14:13:02, 198, sleep, 0
14:13:03, 199, sleep, 0
14:13:03, 200, sent message to second, 0
14:13:03, 201, sleep, 0
14:13:03, 202, sleep, 0
14:13:04, 203, recieved message, 0
14:13:04, 204, sent message to both, 0
14:13:04, 205, sleep, 0
14:13:04, 206, sent message to both, 0
14:13:05, 207, sleep, 0
14:13:05, 208, sleep, 0
14:13:05, 209, sent message to second, 0
14:13:05, 210, sleep, 0
14:13:06, 211, recieved message, 0
14:13:06, 212, sleep, 0
14:13:06, 213, sleep, 0
14:13:06, 214, sent message to second, 0
14:13:07, 215, sent message to first, 0
14:13:07, 216, sleep, 0
14:13:07, 217, sent message to second, 0
14:13:07, 218, sleep, 0
14:13:08, 219, sleep, 0
14:13:08, 220, sleep, 0
14:13:08, 221, sent message to second, 0
14:13:08, 222, sent message to second, 0
14:13:09, 223, sent message to first, 0
14:13:09, 224, sleep, 0
14:13:09, 225, sleep, 0
14:13:09, 226, sleep, 0
14:13:10, 227, sleep, 0
14:13:10, 228, sleep, 0
14:13:10, 229, sleep, 0
14:13:10, 230, recieved message, 0
14:13:11, 231, sleep, 0
14:13:11, 232, sleep, 0
14:13:11, 233, sleep, 0
14:13:11, 234, sleep, 0
14:13:12, 235, sleep, 0
14:13:12, 236, sleep, 0
14:13:12, 237, sleep, 0
14:13:12, 238, sleep, 0
14:13:13, 239, sleep, 0
14:13:13, 240, sleep, 0
14:13:13, 241, sent message to second, 0
14:13:13, 242, sent message to first, 0
14:13:14, 243, sent message to both, 0
14:13:14, 244, sent message to second, 0
14:13:14, 245, sent message to both, 0
14:13:14, 246, sleep, 0
14:13:15, 247, sleep, 0
14:13:15, 248, sleep, 0
14:13:15, 249, sleep, 0
14:13:15, 250, sleep, 0
14:13:16, 251, sleep, 0
14:13:16, 252, sent message to both, 1
14:13:16, 253, recieved message, 0
14:13:16, 254, sleep, 0
14:13:17, 255, sent message to first, 0
14:13:17, 256, sent message to both, 0
14:13:17, 257, recieved message, 0
14:13:17, 258, sleep, 0
14:13:18, 259, recieved message, 0
14:13:18, 260, sleep, 0
14:13:18, 261, sleep, 0
14:13:18, 262, sent message to second, 0
14:13:19, 263, sleep, 0
14:13:19, 264, sleep, 0
14:13:19, 265, sleep, 0
14:13:19, 266, sent message to both, 0
14:13:20, 267, sent message to both, 0
14:13:20, 268, sleep, 0
14:13:20, 269, sleep, 0
14:13:20, 270, sleep, 0
14:13:21, 271, sleep, 0
14:13:21, 272, sleep, 0
14:13:21, 273, sleep, 0
14:13:21, 274, sent message to second, 0
14:13:22, 275, sent message to both, 0
14:13:22, 276, sent message to second, 0
